GENDER,AGE,EMPLOYMENT,STATE,REGION,EDUCATION,QA_M1,QA_M2,QA_M3,QA_M4,QA_M5,QA_M6,QA_M7,QA_M8,QB,QC,QD,Q1,Q2,Q3,Q4,Q5_M1,Q5_M2,Q5_M3,Q5_M4,Q5_M5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14_M1,Q14_M2,Q14_M3,Q14_M4,Q14_M5,Q15,QE,QF,QG,QH,QI,QJ
Female,48,"	Work full-time ",Washington,West,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,,Solutions Architect,No,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,Often,40,45,Focusing too much time on finding and fixing errors,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,Fast pace of requests from stakeholders,,Agree somewhat,All the time,Often,Somewhat likely,"No, never",Very difficult,Not very effectively,Very important,Lack of knowledge around what DataOps is,We haven't budgeted or don't have the budget for this,Organization isn’t sure how to implement this,,,Agree somewhat,24,6,21,4600,$250 Million to under $500 Million,Automotive
Male,45,"	Work full-time ",New Mexico,West,"	Associate degree",Ensure that the data architecture will scale appropriately,Maintain the distributed systems that execute data pipelines,Write tests to ensure that bad data is detected and acted upon in production,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain data in ready-to-use formats,,,,Enterprise Analytics Lead,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,30,20,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,Unreasonable requests from stakeholders,,,Agree strongly,Sometimes,Often,Very likely,"Yes, once",Very difficult,Somewhat effectively,Very important,,,,,,Agree somewhat,13,6,20,13000,$500 Million to under $1 Billion,Science / engineering
Male,45,"	Work full-time ",Iowa,Midwest,"	Associate degree",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,Write and test code,"Develop, maintain, and optimize data systems to make data available for analysis",,,,Big Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,30,20,Focusing too much on maintaining data pipelines and/or manual processes,Unreasonable requests from stakeholders,,,,Disagree somewhat,Rarely,Sometimes,Not very likely,"No, never",Not very difficult,Not very effectively,Somewhat important,We haven't budgeted or don't have the budget for this,Lack of knowledge around what DataOps is,Lack of the right skills among employees,,,Agree somewhat,14,7,20,900,$50 Million to under $100 Million,Construction
Male,27,"	Work full-time ",Alabama,South,"	Bachelor’s degree",Put analytics into production,Maintain data in ready-to-use formats,Maintain the distributed systems that execute data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",,,,,Data Architect,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Rarely,40,40,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,,,,Disagree strongly,Rarely,Sometimes,Not at all likely,"No, never",Not very difficult,Very effectively,Essential,Too busy to make it a priority,Lack of buy-in from company leadership or other stakeholders,Organization isn’t sure how to implement this,Difficulty communicating or engaging with other departments within company,,Agree strongly,3,3,26,2750,$100 Million to under $250 Million,Wholesale
Male,48,"	Work full-time ",Minnesota,Midwest,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,,,,,Data Management Lead,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,50,30,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,Unreasonable requests from stakeholders,,,Agree somewhat,All the time,Often,Somewhat likely,"Yes, multiple times",Very difficult,Somewhat effectively,Very important,,,,,,Agree strongly,13,6,20,2800,$100 Million to under $250 Million,Energy
Female,28,"	Work full-time ",Oklahoma,South,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Write and test code,Maintain the distributed systems that execute data pipelines,Maintain data in ready-to-use formats,,,,Data Engineer,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,60,50,Lack of feedback on the products delivered,Unreasonable requests from stakeholders,Focusing too much time on finding and fixing errors,,,Agree strongly,Often,Sometimes,Somewhat likely,"Yes, once",Very difficult,Not very effectively,Somewhat important,,,,,,Agree somewhat,4,3,23,3900,$250 Million to under $500 Million,Retail
Female,58,"	Work full-time ",Tennessee,South,"	Graduate or post-graduate work",Maintain the distributed systems that execute data pipelines,Put analytics into production,Write tests to ensure that bad data is detected and acted upon in production,Create data pipelines,Write and test code,,,,Data Management Lead,No,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,60,55,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,,,,Agree strongly,Often,All the time,Very likely,"Yes, once",Somewhat difficult,Not at all effectively,Very important,,,,,,Disagree somewhat,35,17,41,11300,$500 Million to under $1 Billion,Construction
Male,53,"	Work full-time ",Mississippi,South,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,,,,Data Management Lead,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,40,30,Unreasonable requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,Lack of feedback on the products delivered,,,Agree strongly,Often,Sometimes,Very likely,"Yes, once",Somewhat difficult,Very effectively,Essential,Organization isn’t sure how to implement this,Lack of the right skills among employees,Scale of incorporating DataOps is too large,,,Agree somewhat,12,5,20,1200,$50 Million to under $100 Million,Information technology (IT) / software
Female,53,"	Work full-time ",Virginia,South,"	Graduate or post-graduate work",Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,Write and test code,Create data pipelines,Write tests to ensure that bad data is detected and acted upon in production,,,,Enterprise Architect,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,40,50,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,,,,Agree somewhat,Often,Sometimes,Somewhat likely,"Yes, once",Very difficult,Not very effectively,Very important,,,,,,Agree strongly,28,12,35,14700,$500 Million to under $1 Billion,Manufacturing
Male,50,"	Work full-time ",Texas,South,"	Graduate or post-graduate work",Maintain the distributed systems that execute data pipelines,Write tests to ensure that bad data is detected and acted upon in production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,,,,Data Management Lead,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,40,20,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,,,,Agree somewhat,All the time,Often,Somewhat likely,"Yes, once",Somewhat difficult,Very effectively,Very important,Scale of incorporating DataOps is too large,We haven't budgeted or don't have the budget for this,Lack of the right skills among employees,,,Agree strongly,15,4,9,2300,$100 Million to under $250 Million,Retail
Female,28,"	Work full-time ",Arizona,West,"	Bachelor’s degree",Put analytics into production,Write and test code,Create data pipelines,Maintain data in ready-to-use formats,Write tests to ensure that bad data is detected and acted upon in production,,,,Data Architect,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Often,60,50,Constantly playing catch up with stakeholder requests,Lack of feedback on the products delivered,Fast pace of requests from stakeholders,,,Agree strongly,Often,Sometimes,Not very likely,"Yes, once",Very difficult,Not very effectively,Somewhat important,Organization isn’t sure how to implement this,Scale of incorporating DataOps is too large,Lack of the right skills among employees,,,Agree somewhat,4,2,18,2450,$100 Million to under $250 Million,Hospitality / restaurant / service industry
Male,29,"	Work full-time ",Maryland,South,"	Bachelor’s degree",Put analytics into production,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,Write tests to ensure that bad data is detected and acted upon in production,Create data pipelines,,,,Solutions Architect,No,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,All the time,60,50,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,,,,Agree strongly,Often,All the time,Somewhat likely,"Yes, once",Very difficult,Not at all effectively,Very important,Too busy to make it a priority,We haven't budgeted or don't have the budget for this,Lack of buy-in from company leadership or other stakeholders,,,Agree strongly,5,5,20,6800,$500 Million to under $1 Billion,Journalism / media / publishing
Male,55,"	Work full-time ",Arizona,West,"	Graduate or post-graduate work",Write and test code,Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,,,,Enterprise Analytics Lead,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,20,30,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,,,,Agree somewhat,All the time,Often,Very likely,"Yes, once",Very difficult,Somewhat effectively,Very important,,,,,,Agree strongly,15,6,18,3200,$250 Million to under $500 Million,Manufacturing
Male,59,"	Work full-time ",North Carolina,South,"	Graduate or post-graduate work",Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,Write and test code,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",,,Big Data Engineer,No,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Often,50,40,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,,,Agree strongly,Often,All the time,Somewhat likely,"Yes, multiple times",Very difficult,Not at all effectively,Very important,,,,,,Agree strongly,34,15,43,9800,$1 Billion or more,Banking
Female,56,"	Work full-time ",Ohio,Midwest,"	Graduate or post-graduate work",Ensure that the data architecture will scale appropriately,Put analytics into production,"Develop, maintain, and optimize data systems to make data available for analysis",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,,,,Data Management Lead,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,30,20,Fast pace of requests from stakeholders,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Often,Sometimes,Very likely,"Yes, once",Somewhat difficult,Very effectively,Essential,Lack of knowledge around what DataOps is,Lack of the right skills among employees,Lack of buy-in from company leadership or other stakeholders,Organization isn’t sure how to implement this,,Agree somewhat,18,4,8,14000,$500 Million to under $1 Billion,Healthcare / medicine / pharmaceuticals
Female,26,"	Work full-time ",Wisconsin,Midwest,"	Bachelor’s degree",Create data pipelines,Write and test code,Maintain the distributed systems that execute data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,Write tests to ensure that bad data is detected and acted upon in production,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,40,50,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,,,,Disagree strongly,Often,Sometimes,Somewhat likely,"No, never",Somewhat difficult,Not very effectively,Essential,Organization isn’t sure how to implement this,Difficulty communicating or engaging with other departments within company,We haven't budgeted or don't have the budget for this,,,Agree somewhat,3,3,26,5100,$250 Million to under $500 Million,Automotive
Female,53,"	Work full-time ",Alabama,South,"	Graduate or post-graduate work","Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Ensure that the data architecture will scale appropriately,Write and test code,,,,Big Data Engineer,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,20,30,Fast pace of requests from stakeholders,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Often,All the time,Somewhat likely,"Yes, once",Very difficult,Somewhat effectively,Very important,,,,,,Agree strongly,16,7,20,1400,$50 Million to under $100 Million,Hospitality / restaurant / service industry
Male,55,"	Work full-time ",Florida,South,"	Graduate or post-graduate work",Maintain the distributed systems that execute data pipelines,Put analytics into production,Write tests to ensure that bad data is detected and acted upon in production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",,,,Data Architect,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,60,50,Focusing too much on maintaining data pipelines and/or manual processes,Constantly playing catch up with stakeholder requests,Unreasonable requests from stakeholders,,,Agree strongly,Often,All the time,Somewhat likely,"Yes, once",Very difficult,Not at all effectively,Somewhat important,,,,,,Agree strongly,30,13,24,13500,$1 Billion or more,Healthcare / medicine / pharmaceuticals
Female,55,"	Work full-time ",Illinois,Midwest,"	Graduate or post-graduate work",Write tests to ensure that bad data is detected and acted upon in production,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,Big Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,40,10,Fast pace of requests from stakeholders,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,,,Agree somewhat,All the time,Often,Somewhat likely,"Yes, multiple times",Somewhat difficult,Very effectively,Essential,We haven't budgeted or don't have the budget for this,Lack of the right skills among employees,Difficulty communicating or engaging with other departments within company,,,Agree somewhat,17,6,20,1400,$50 Million to under $100 Million,Consulting
Male,51,"	Work full-time ",Indiana,Midwest,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Create data pipelines,Maintain the distributed systems that execute data pipelines,,,,Solutions Architect,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,20,30,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,,,Agree strongly,Often,Sometimes,Very likely,"Yes, once",Somewhat difficult,Very effectively,Essential,Lack of knowledge around what DataOps is,Difficulty communicating or engaging with other departments within company,Scale of incorporating DataOps is too large,,,Agree somewhat,16,7,21,14000,$500 Million to under $1 Billion,Science / engineering
Female,55,"	Work full-time ",New Mexico,West,"	Graduate or post-graduate work",Write and test code,Ensure that the data architecture will scale appropriately,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Put analytics into production,"Develop, maintain, and optimize data systems to make data available for analysis",,,,Solutions Architect,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,20,30,Focusing too much on maintaining data pipelines and/or manual processes,Constantly playing catch up with stakeholder requests,,,,Agree strongly,Often,All the time,Somewhat likely,"Yes, multiple times",Somewhat difficult,Very effectively,Essential,Too busy to make it a priority,Lack of buy-in from company leadership or other stakeholders,Scale of incorporating DataOps is too large,Lack of the right skills among employees,,Agree somewhat,13,5,21,1000,$50 Million to under $100 Million,Communications
Male,52,"	Work full-time ",California,West,"	Graduate or post-graduate work",Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,,,,Data & Analytics Lead,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,50,30,Fast pace of requests from stakeholders,Constantly playing catch up with stakeholder requests,,,,Agree strongly,Often,Sometimes,Very likely,"Yes, once",Very difficult,Somewhat effectively,Essential,,,,,,Agree somewhat,14,5,23,1900,$100 Million to under $250 Million,Retail
Female,36,"	Work full-time ",California,West,"	Bachelor’s degree",Maintain data in ready-to-use formats,Write tests to ensure that bad data is detected and acted upon in production,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Ensure that the data architecture will scale appropriately,,,,Big Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,20,15,Unreasonable requests from stakeholders,Lack of feedback on the products delivered,Focusing too much time on finding and fixing errors,,,Agree strongly,Sometimes,Often,Somewhat likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Somewhat important,Lack of the right skills among employees,Lack of knowledge around what DataOps is,Lack of buy-in from company leadership or other stakeholders,,,Agree somewhat,9,4,35,3000,$100 Million to under $250 Million,Science / engineering
Male,35,"	Work full-time ",New Mexico,West,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Maintain the distributed systems that execute data pipelines,Put analytics into production,Write and test code,,,,Data Architect,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Often,15,10,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,,,Agree somewhat,Sometimes,Often,Somewhat likely,"Yes, multiple times",Somewhat difficult,Not very effectively,Somewhat important,We haven't budgeted or don't have the budget for this,Too busy to make it a priority,Difficulty communicating or engaging with other departments within company,,,Agree somewhat,10,3,20,900,$50 Million to under $100 Million,Real estate
Male,56,"	Work full-time ",California,West,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write and test code,Maintain data in ready-to-use formats,Maintain the distributed systems that execute data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,,,Enterprise Architect,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Often,25,20,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,Lack of feedback on the products delivered,,,Agree strongly,Sometimes,Often,Somewhat likely,"No, never",Somewhat difficult,Somewhat effectively,Very important,Lack of buy-in from company leadership or other stakeholders,Difficulty communicating or engaging with other departments within company,Lack of the right skills among employees,,,Agree somewhat,20,15,50,6000,$500 Million to under $1 Billion,Manufacturing
Male,37,"	Work full-time ",Iowa,Midwest,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Put analytics into production,Write and test code,,,Data Architect,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Rarely,5,5,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Fast pace of requests from stakeholders,,,Agree somewhat,Often,Sometimes,Somewhat likely,"Yes, multiple times",Somewhat difficult,Not very effectively,Somewhat important,Lack of knowledge around what DataOps is,Organization isn’t sure how to implement this,We haven't budgeted or don't have the budget for this,,,Agree somewhat,10,4,25,1000,$50 Million to under $100 Million,Manufacturing
Female,34,"	Work full-time ",Texas,South,"	Bachelor’s degree",Put analytics into production,Write and test code,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Create data pipelines,Maintain data in ready-to-use formats,Ensure that the data architecture will scale appropriately,,Enterprise Architect,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Sometimes,15,10,Lack of feedback on the products delivered,Fast pace of requests from stakeholders,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,,Agree somewhat,Sometimes,Often,Not very likely,"Yes, multiple times",Not very difficult,Somewhat effectively,Very important,Lack of buy-in from company leadership or other stakeholders,Too busy to make it a priority,Organization isn’t sure how to implement this,Lack of knowledge around what DataOps is,,Agree somewhat,8,4,45,1500,$50 Million to under $100 Million,Manufacturing
Male,38,"	Work full-time ",Tennessee,South,"	Bachelor’s degree",Write tests to ensure that bad data is detected and acted upon in production,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,Write and test code,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain data in ready-to-use formats,,,Data Engineer,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Sometimes,10,15,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,,,Agree somewhat,Often,Sometimes,Not very likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Very important,Scale of incorporating DataOps is too large,We haven't budgeted or don't have the budget for this,Lack of the right skills among employees,Lack of buy-in from company leadership or other stakeholders,,Agree somewhat,10,5,35,2500,$100 Million to under $250 Million,Education
Male,38,"	Work full-time ",Louisiana,South,"	Bachelor’s degree",Put analytics into production,Create data pipelines,Maintain data in ready-to-use formats,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Ensure that the data architecture will scale appropriately,,,Enterprise Architect,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,15,10,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,,,Agree somewhat,Often,Often,Somewhat likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Very important,We haven't budgeted or don't have the budget for this,Organization isn’t sure how to implement this,Scale of incorporating DataOps is too large,Lack of the right skills among employees,,Agree somewhat,10,4,30,2600,$100 Million to under $250 Million,Manufacturing
Male,35,"	Work full-time ",Washington,West,"	Graduate or post-graduate work",Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,Ensure that the data architecture will scale appropriately,Maintain the distributed systems that execute data pipelines,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,10,10,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,,,Disagree somewhat,Rarely,Sometimes,Somewhat likely,"No, never",Not very difficult,Not very effectively,Somewhat important,Scale of incorporating DataOps is too large,Difficulty communicating or engaging with other departments within company,Lack of buy-in from company leadership or other stakeholders,,,Agree somewhat,11,6,100 years or more,25000,$1 Billion or more,Manufacturing
Female,32,"	Work full-time ",Oregon,West,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,Create data pipelines,Write and test code,,,,Enterprise Architect,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Often,15,10,Lack of feedback on the products delivered,Fast pace of requests from stakeholders,Unreasonable requests from stakeholders,,,Agree somewhat,Sometimes,Sometimes,Somewhat likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Very important,Too busy to make it a priority,Lack of knowledge around what DataOps is,Lack of the right skills among employees,Organization isn’t sure how to implement this,,Agree somewhat,11,8,40,10000,$500 Million to under $1 Billion,Retail
Male,56,"	Work full-time ",Ohio,Midwest,"	Graduate or post-graduate work",Put analytics into production,Write tests to ensure that bad data is detected and acted upon in production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,,,Solutions Architect,No,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,Rarely,5,5,Focusing too much on maintaining data pipelines and/or manual processes,Constantly playing catch up with stakeholder requests,Lack of feedback on the products delivered,,,Agree somewhat,Sometimes,Sometimes,Not very likely,"No, never",Not at all difficult,Not very effectively,Very important,We haven't budgeted or don't have the budget for this,Lack of buy-in from company leadership or other stakeholders,Scale of incorporating DataOps is too large,Difficulty communicating or engaging with other departments within company,,Agree somewhat,18,10,33,4000,$250 Million to under $500 Million,Real estate
Female,38,"	Work full-time ",Illinois,Midwest,"	Graduate or post-graduate work","Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write and test code,Maintain data in ready-to-use formats,Create data pipelines,Write tests to ensure that bad data is detected and acted upon in production,Big Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,25,15,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,Fast pace of requests from stakeholders,,,Agree somewhat,Rarely,Often,Somewhat likely,"No, never",Not at all difficult,Somewhat effectively,Somewhat important,Lack of buy-in from company leadership or other stakeholders,Scale of incorporating DataOps is too large,Lack of the right skills among employees,Organization isn’t sure how to implement this,,Agree strongly,9,5,50,10000,$1 Billion or more,Banking
Male,51,"	Work full-time ",Hawaii,West,"	Bachelor’s degree",Maintain the distributed systems that execute data pipelines,Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,Create data pipelines,Ensure that the data architecture will scale appropriately,Write and test code,,,Big Data Engineer,No,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,Sometimes,15,10,Fast pace of requests from stakeholders,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Sometimes,Rarely,Somewhat likely,"Yes, multiple times",Not very difficult,Somewhat effectively,Very important,Lack of buy-in from company leadership or other stakeholders,Organization isn’t sure how to implement this,Too busy to make it a priority,,,Agree somewhat,16,10,40,7000,$1 Billion or more,Healthcare / medicine / pharmaceuticals
Male,52,"	Work full-time ",North Carolina,South,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Ensure that the data architecture will scale appropriately,Maintain the distributed systems that execute data pipelines,Write and test code,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",,Enterprise Analytics Lead,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,30,20,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Sometimes,Rarely,Somewhat likely,"Yes, multiple times",Somewhat difficult,Not very effectively,Very important,Lack of buy-in from company leadership or other stakeholders,Difficulty communicating or engaging with other departments within company,We haven't budgeted or don't have the budget for this,Organization isn’t sure how to implement this,,Disagree somewhat,20,10,29,3000,$250 Million to under $500 Million,Automotive
Female,33,"	Work full-time ",Ohio,Midwest,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Create data pipelines,Put analytics into production,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,,,Data Architect,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,15,10,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,,,Agree somewhat,Sometimes,Rarely,Not very likely,"No, never",Not very difficult,Very effectively,Very important,Lack of buy-in from company leadership or other stakeholders,Organization isn’t sure how to implement this,Scale of incorporating DataOps is too large,,,Agree somewhat,11,4,20,1200,$250 Million to under $500 Million,Information technology (IT) / software
